"Customweb_BNPMercanetCw::Authorization is uncertain.","Autorización está incierta"
"Customweb_BNPMercanetCw::Authorized Status","Estado autorizado"
"Customweb_BNPMercanetCw::Await Notification","Await Notification"
"Customweb_BNPMercanetCw::Awaiting confirmation","Awaiting confirmation"
"Customweb_BNPMercanetCw::BIC","BIC"
"Customweb_BNPMercanetCw::Bad signature format.","Bad signature format."
"Customweb_BNPMercanetCw::Bank Location","Banco Ubicación"
"Customweb_BNPMercanetCw::Bank Name","Nombre del banco"
"Customweb_BNPMercanetCw::Bank account number","Número de cuenta bancaria"
"Customweb_BNPMercanetCw::Bank code number","Código bancario"
"Customweb_BNPMercanetCw::Before payment selection","Antes de elegir la forma de pago"
"Customweb_BNPMercanetCw::Billing Address","Billing Address"
"Customweb_BNPMercanetCw::Billing Information","Billing Information"
"Customweb_BNPMercanetCw::Billing address","Dirección de facturación"
"Customweb_BNPMercanetCw::Black Card","Black Card"
"Customweb_BNPMercanetCw::Brand Name","Brand Name"
"Customweb_BNPMercanetCw::By pass 3D secure","By pass 3D secure"
"Customweb_BNPMercanetCw::By setting the capturing the reservation can be captured directly after the order or later manually over the backend of the store.","By setting the capturing the reservation can be captured directly after the order or later manually over the backend of the store."
"Customweb_BNPMercanetCw::CVC Code","CVC código"
"Customweb_BNPMercanetCw::Can not be empty","Can not be empty"
"Customweb_BNPMercanetCw::Cancel","Cancel"
"Customweb_BNPMercanetCw::Cancel ID","Cancel ID"
"Customweb_BNPMercanetCw::Cancel pending orders when out of stock","Cancelar órdenes pendientes si el artículo ya no está en stock"
"Customweb_BNPMercanetCw::Cancel status","Cancelar Estado"
"Customweb_BNPMercanetCw::Canceled BNPMercanetCw","Canceled BNPMercanetCw"
"Customweb_BNPMercanetCw::Canceling of this payment not possible!","La cancelación de este pago no es posible"
"Customweb_BNPMercanetCw::Cancelled Status","Estado Cancelado"
"Customweb_BNPMercanetCw::Cannot update item quantity.","No se puede actualizar la cantidad de artículo."
"Customweb_BNPMercanetCw::Capture Amount","Capture Amount"
"Customweb_BNPMercanetCw::Capture Delay","Capture Delay"
"Customweb_BNPMercanetCw::Capture ID","Capture ID"
"Customweb_BNPMercanetCw::Capture amount","Cantidad de captura"
"Customweb_BNPMercanetCw::Capture information","Informaciones de la contabilización"
"Customweb_BNPMercanetCw::Capture status","El estado de captura"
"Customweb_BNPMercanetCw::Capture: Don't Close","Capture: Don't Close"
"Customweb_BNPMercanetCw::Captured Amount","Importe reembolsado"
"Customweb_BNPMercanetCw::Captured Status","Estado Capturado"
"Customweb_BNPMercanetCw::Captures","Captures"
"Customweb_BNPMercanetCw::Captures & Refunds","Captures & Refunds"
"Customweb_BNPMercanetCw::Capturing","Captura"
"Customweb_BNPMercanetCw::Capturing Delay","Capturing Delay"
"Customweb_BNPMercanetCw::Card Expiration","Fecha de vencimiento de la tarjeta"
"Customweb_BNPMercanetCw::Card Holder Name","Titular de tarjeta"
"Customweb_BNPMercanetCw::Card Number","Número de tarjeta"
"Customweb_BNPMercanetCw::Carrier Title","Carrier Title"
"Customweb_BNPMercanetCw::Check out faster","Check out faster"
"Customweb_BNPMercanetCw::Check to activate the external checkout.","Check to activate the external checkout."
"Customweb_BNPMercanetCw::Checkout","Checkout"
"Customweb_BNPMercanetCw::Checkout as Guest","Checkout as Guest"
"Customweb_BNPMercanetCw::Checkout as a Guest or Register","Checkout as a Guest or Register"
"Customweb_BNPMercanetCw::Checkout as a new customer","Checkout as a new customer"
"Customweb_BNPMercanetCw::Checkout using your account","Checkout using your account"
"Customweb_BNPMercanetCw::Choose settlement after order in case you want an invoice to be created with your oder. The state of the invoice will set according to your capture status","Selecciona 'Creación después del pedido' si quiere que se crea una factura con el pedido. El estado de la factura basa en la el estado contabilización."
"Customweb_BNPMercanetCw::Company Commercial Number","Compañía Número Comercial"
"Customweb_BNPMercanetCw::Confirm Password","Confirm Password"
"Customweb_BNPMercanetCw::Continue","Continuar"
"Customweb_BNPMercanetCw::Corporate Card","Corporate Card"
"Customweb_BNPMercanetCw::Could not convert object of type '!type' to string.","No se pudo convertir el objeto de tipo '!type' a string."
"Customweb_BNPMercanetCw::Could not find a brand for the given card number.","No se pudo encontrar una marca para el número de la tarjeta dada."
"Customweb_BNPMercanetCw::Could not find pressed button.","No se pudo encontrar el botón presionado."
"Customweb_BNPMercanetCw::Could not find template file at default location '!location'.","No se pudo encontrar el archivo de plantilla en la ubicación predeterminada '!location'."
"Customweb_BNPMercanetCw::Could not find the payment method !paymentMethodName.","No se pudo encontrar la forma de pago !paymentMethodName."
"Customweb_BNPMercanetCw::Could not load layout from URL !url. Reason: !reason","No se pudo cargar el diseño de URL !url. Motivo: !reason"
"Customweb_BNPMercanetCw::Create Account","Create Account"
"Customweb_BNPMercanetCw::Create New Order - Payment","Create New Order - Payment"
"Customweb_BNPMercanetCw::Create a recurring payment, with an existing alias is not supported","Create a recurring payment, with an existing alias is not supported"
"Customweb_BNPMercanetCw::Creating an account has many benefits:","Creating an account has many benefits:"
"Customweb_BNPMercanetCw::Creation Date","Creation Date"
"Customweb_BNPMercanetCw::Credit Card Brands","Marcas de Tarjeta de Crédito"
"Customweb_BNPMercanetCw::Credit Memo History","Credit Memo History"
"Customweb_BNPMercanetCw::Credit Memo Totals","Credit Memo Totals"
"Customweb_BNPMercanetCw::Credit memo's total must be positive.","Total del nota de crédito debe ser positivo."
"Customweb_BNPMercanetCw::Currency","Moneda"
"Customweb_BNPMercanetCw::Current Configuration Scope:","Alcance de configuración actual:"
"Customweb_BNPMercanetCw::Customer Account","Customer Account"
"Customweb_BNPMercanetCw::Customer Alias Management","Customer Alias Management"
"Customweb_BNPMercanetCw::Customer successfully returned from BNPMercanetCw","El cliente ha regresado con éxito de BNPMercanetCw"
"Customweb_BNPMercanetCw::Customer successfully returned from BNP Paribas Mercanet","Cliente regresó con éxito de BNP Paribas Mercanet"
"Customweb_BNPMercanetCw::Customer sucessfully returned from the BNPMercanetCw payment page.","Customer sucessfully returned from the BNPMercanetCw payment page."
"Customweb_BNPMercanetCw::Customers","Customers"
"Customweb_BNPMercanetCw::Customweb","Customweb"
"Customweb_BNPMercanetCw::Date","Fecha"
"Customweb_BNPMercanetCw::Date of Birth","Fecha de nacimiento"
"Customweb_BNPMercanetCw::Day","Día"
"Customweb_BNPMercanetCw::Deactivate","Deactivate"
"Customweb_BNPMercanetCw::Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest.","Dear customer we have received your billing and shipping information. In order to finish your order please create an account below or checkout as guest."
"Customweb_BNPMercanetCw::Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email.","Dear customer, it appears to us that your payment was successful, but we are still waiting for confirmation. You can wait on this page and we will redirect you after we received the confirmation. Or you can close this window and we will send out an order confirmation email."
"Customweb_BNPMercanetCw::Default Config","Configuración estándar"
"Customweb_BNPMercanetCw::Deferred","Diferido"
"Customweb_BNPMercanetCw::Deferred (authorization)","Deferred (authorization)"
"Customweb_BNPMercanetCw::Deferred capturing","Contabilización retrasada"
"Customweb_BNPMercanetCw::Deferred settlement","Creación retrasada"
"Customweb_BNPMercanetCw::Define a maximal order total for this checkout to be available.","Define a maximal order total for this checkout to be available."
"Customweb_BNPMercanetCw::Define a minimal order total for this checkout to be available.","Define a minimal order total for this checkout to be available."
"Customweb_BNPMercanetCw::Delayed","Retrasado"
"Customweb_BNPMercanetCw::Delete","Borrar"
"Customweb_BNPMercanetCw::Delivery address","Dirección de envío"
"Customweb_BNPMercanetCw::Description","Descripción"
"Customweb_BNPMercanetCw::Diners Club","Diners Club"
"Customweb_BNPMercanetCw::Direct Debits","Direct Debits"
"Customweb_BNPMercanetCw::Direct E-Banking","Direct E-Banking"
"Customweb_BNPMercanetCw::Direct capture after order","Contabilización immediatamente después del pedido"
"Customweb_BNPMercanetCw::Directly after order","Directamente después de la orden"
"Customweb_BNPMercanetCw::Directly after order (sale)","Directly after order (sale)"
"Customweb_BNPMercanetCw::Disabled","Desactivado"
"Customweb_BNPMercanetCw::Discount","Immediatamente después del pedido"
"Customweb_BNPMercanetCw::Discount Amount","Cantidad de Descuento"
"Customweb_BNPMercanetCw::Do not by pass 3D secure","Do not by pass 3D secure"
"Customweb_BNPMercanetCw::Don't change order status","No cambie el estado del pedido"
"Customweb_BNPMercanetCw::During authorization","Durante la autorización"
"Customweb_BNPMercanetCw::During the checkou a 3D secure authentication may be done. With this setting you can by control, if this authorization should be done or not. You may have a higher fraud ration without 3D secure.","During the checkou a 3D secure authentication may be done. With this setting you can by control, if this authorization should be done or not. You may have a higher fraud ration without 3D secure."
"Customweb_BNPMercanetCw::ECard","ECard"
"Customweb_BNPMercanetCw::Edit","Editar"
"Customweb_BNPMercanetCw::Edit Invoice %s","Edit Invoice %s"
"Customweb_BNPMercanetCw::Email Address","Email Address"
"Customweb_BNPMercanetCw::Empty version number field name","Empty version number field name"
"Customweb_BNPMercanetCw::Enable or disable logging.","Enable or disable logging."
"Customweb_BNPMercanetCw::Enable the configured payment plans for this method.","Enable the configured payment plans for this method."
"Customweb_BNPMercanetCw::Enable the payment method","Activar forma de pago"
"Customweb_BNPMercanetCw::Enabled","Activado"
"Customweb_BNPMercanetCw::Enter here the live merchant ID. This merchant ID is used only when the live operation mode is used.","Escriba aquí el ID de comerciante en vivo. Este ID de comerciante se usa sólo cuando se utiliza el modo de operación en vivo."
"Customweb_BNPMercanetCw::Enter here the live secret key version. You can get the secret key version from the extranet. This secret key is used only when the live operation mode is used.","Introduzca aquí la versión de clave secreta Live. Puede obtener la versión de clave secreta de la extranet. Este se utiliza clave secreta sólo cuando se utiliza el modo de operación Live."
"Customweb_BNPMercanetCw::Enter here the live secret key. You can get the secret key from the extranet. This secret key is used only when the live operation mode is used. The secret key is used to sign the request done to BNP Paribas Mercanet.","Introduzca aquí la clave secreta Live. Usted puede obtener la clave secreta de la extranet. Este se utiliza clave secreta sólo cuando se utiliza el modo de operación en vivo. La clave secreta se utiliza para firmar la petición hecha a BNP Paribas Mercanet."
"Customweb_BNPMercanetCw::Enter the Merchant ID that you find under <a href='https://mercanet-telechargement.bnpparibas.net'>https://mercanet-telechargement.bnpparibas.net</a> (Secret key on the right upper corner). The login details are provided by BNP Paribas Mercanet.","Enter the Merchant ID that you find under <a href='https://mercanet-telechargement.bnpparibas.net'>https://mercanet-telechargement.bnpparibas.net</a> (Secret key on the right upper corner). The login details are provided by BNP Paribas Mercanet."
"Customweb_BNPMercanetCw::Enter the date on which your card expires.","Introduzca la fecha en la que expira su tarjeta."
"Customweb_BNPMercanetCw::Error connecting to BNP Paribas Mercanet. Reason: !message","Error connecting to BNP Paribas Mercanet. Reason: !message"
"Customweb_BNPMercanetCw::Error with the length of the validation date.","Error with the length of the validation date."
"Customweb_BNPMercanetCw::Excl. Tax","Excl. impuesto"
"Customweb_BNPMercanetCw::Expiry Date","Expiry Date"
"Customweb_BNPMercanetCw::External Checkout","External Checkout"
"Customweb_BNPMercanetCw::External Checkout: Guest Checkout","External Checkout: Guest Checkout"
"Customweb_BNPMercanetCw::Failed","Fallado"
"Customweb_BNPMercanetCw::Failed payment authorization.","Error de autorización de pago."
"Customweb_BNPMercanetCw::Failed to send request to remote server. Expect to receive response code 200, receive code !code. Status Message: !message","No se pudo enviar la solicitud al servidor remoto. Esperar a recibir el código de respuesta 200, código de recepción !code. Mensaje de estado: !message"
"Customweb_BNPMercanetCw::Figure !number:","Figure !number:"
"Customweb_BNPMercanetCw::First","First"
"Customweb_BNPMercanetCw::Foreign Bin Card","Foreign Bin Card"
"Customweb_BNPMercanetCw::Forgot Your Password?","Forgot Your Password?"
"Customweb_BNPMercanetCw::Forgot your password?","Forgot your password?"
"Customweb_BNPMercanetCw::Get Update","Get Update"
"Customweb_BNPMercanetCw::Grey Card","Grey Card"
"Customweb_BNPMercanetCw::Grey IP","Grey IP"
"Customweb_BNPMercanetCw::Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Here you can insert an order prefix. The prefix allows you to change the order number that is transmitted to Authorize.net. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id})."
"Customweb_BNPMercanetCw::Here you can insert an transaction reference prefix. The prefix allows you to change the order number that is transmitted to BNP Paribas Mercanet. The prefix must contain the tag {id}. It will then be replaced by the order number (e.g. name_{id}).","Aquí usted puede insertar un prefijo de referencia de la transacción. El prefijo le permite cambiar el número de orden que se transmite a BNP Paribas Mercanet. El prefijo debe contener la etiqueta {id}. A continuación, se sustituye por el número de orden (por ejemplo name_{id})."
"Customweb_BNPMercanetCw::Hide","Hide"
"Customweb_BNPMercanetCw::IBAN","IBAN"
"Customweb_BNPMercanetCw::IBAN number","número IBAN"
"Customweb_BNPMercanetCw::IP Country","IP Country"
"Customweb_BNPMercanetCw::If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore.","Si sólo hay una unidad en stock y el pago del cliente (comprando esta unidad) falla, el producto está reservado hasta que la orden esta cancelada (vea la opción de tiempo de espera). Activa esta opción si desea que el producto NO está reservado. Ordenes con un estado de pago fallido o annulado entonces serán canceladas inmediatamente."
"Customweb_BNPMercanetCw::If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled.","If a product is in stock only once and the payment of the customer ordering this product fails or is aborted, it won't be available until the order is canceled (see timeout option below). Enable this setting to cancel the customer's pending orders when he returns to the cart page and a product is not available anymore. Be careful though: If you enable this option, there is a chance that payments are made with the corresponding order being already canceled."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without 3d Secure.","If an order total is below the specified amount, it will be processed without 3d Secure."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the Black Card check.","If an order total is below the specified amount, it will be processed without the Black Card check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the Corporate Card check.","If an order total is below the specified amount, it will be processed without the Corporate Card check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the ECard check.","If an order total is below the specified amount, it will be processed without the ECard check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the Expiry Date check.","If an order total is below the specified amount, it will be processed without the Expiry Date check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the Foreign Bin Card check.","If an order total is below the specified amount, it will be processed without the Foreign Bin Card check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the Grey Card check.","If an order total is below the specified amount, it will be processed without the Grey Card check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the Grey IP check.","If an order total is below the specified amount, it will be processed without the Grey IP check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the IP Country check.","If an order total is below the specified amount, it will be processed without the IP Country check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the Max Card Per CustomerId check.","If an order total is below the specified amount, it will be processed without the Max Card Per CustomerId check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the Max CustomerId Per Card check.","If an order total is below the specified amount, it will be processed without the Max CustomerId Per Card check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the Simility IP Card check.","If an order total is below the specified amount, it will be processed without the Simility IP Card check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the Systematic Authorization Card check.","If an order total is below the specified amount, it will be processed without the Systematic Authorization Card check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the Velocity Card check.","If an order total is below the specified amount, it will be processed without the Velocity Card check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the Velocity Customer Id check.","If an order total is below the specified amount, it will be processed without the Velocity Customer Id check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the Velocity IP check.","If an order total is below the specified amount, it will be processed without the Velocity IP check."
"Customweb_BNPMercanetCw::If an order total is below the specified amount, it will be processed without the White Card check.","If an order total is below the specified amount, it will be processed without the White Card check."
"Customweb_BNPMercanetCw::If it is not applicable leave the field empty.","Si no es aplicable deje el campo vacío."
"Customweb_BNPMercanetCw::If the status is 'Pending' it is unclear whether the transaction will be cancelled successfully.","Si el estado es ""pendiente"" no está claro si la transacción se cancelará con éxito."
"Customweb_BNPMercanetCw::If the status is 'Pending' it is unclear whether the transaction will be captured successfully.","Si el estado es ""pendiente"" no está claro si la transacción será capturado con éxito."
"Customweb_BNPMercanetCw::If the status is 'Pending' it is unclear whether the transaction will be refunded successfully.","Si el estado es ""pendiente"" no está claro si la transacción será devuelto con éxito."
"Customweb_BNPMercanetCw::If the test mode is selected the test account is used. Otherwise the configured account is used.","If the test mode is selected the test account is used. Otherwise the configured account is used."
"Customweb_BNPMercanetCw::If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information.","If you have any issues with the module please feel free to contact us. See our <a href='https://www.sellxed.com/en/support' target='_blank'>support page</a> for more information."
"Customweb_BNPMercanetCw::If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures.","If you select this checkbox, the payment will be captured at the PSP and you can not add additional captures."
"Customweb_BNPMercanetCw::If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>.","If you would like to use recurring payments, you need our magento module ""Customweb Subscription"". For further information go to <a href=""http://www.sellxed.com/shop/"" target=""_blank"">sellxed.com</a>."
"Customweb_BNPMercanetCw::Image Brand Selection","Image Brand Selection"
"Customweb_BNPMercanetCw::In simulation mode the general merchant ID on the simulation plattform is used. In simulation mode the test cards must be used. After you received the merchant ID you should switch to live mode.","En el modo de simulación se utiliza el ID de comerciante general sobre el plattform simulación. En el modo de simulación se deben utilizar las tarjetas de prueba. Después de recibir el ID de comerciante debe cambiar a modo en vivo."
"Customweb_BNPMercanetCw::In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited.","In some cases it may take a few seconds until the transaction is successfully authorized. When this option is enabled, the notification is awaited."
"Customweb_BNPMercanetCw::In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation.","In some cases the transaction requires a few seconds until it is successfully authorized. When this option is enabled the user is hold until the transaction reach the final state. If this is not the case in 30 seconds a message is shown to the customer, which explains the situation."
"Customweb_BNPMercanetCw::Inactive","Inactive"
"Customweb_BNPMercanetCw::Incl. Tax","Incl. impuesto"
"Customweb_BNPMercanetCw::Information","Information"
"Customweb_BNPMercanetCw::Invalid login or password.","Invalid login or password."
"Customweb_BNPMercanetCw::Invoice Items","Artículos factura"
"Customweb_BNPMercanetCw::Invoice Settlement","Invoice Settlement"
"Customweb_BNPMercanetCw::Invoice Totals","Totales de las facturas"
"Customweb_BNPMercanetCw::Invoice settlement","Creación de la factura."
"Customweb_BNPMercanetCw::Invoice was created successfully","La cuenta ha sido creada con éxito"
"Customweb_BNPMercanetCw::Invoices","Facturas"
"Customweb_BNPMercanetCw::Is this plan active for this store.","Is this plan active for this store."
"Customweb_BNPMercanetCw::Issue Number","Número de emisión"
"Customweb_BNPMercanetCw::It is not possible to checkout in your country.","It is not possible to checkout in your country."
"Customweb_BNPMercanetCw::Item","Item"
"Customweb_BNPMercanetCw::Items","Items"
"Customweb_BNPMercanetCw::Items Refunded","Items Refunded"
"Customweb_BNPMercanetCw::JCB","JCB"
"Customweb_BNPMercanetCw::Live HMAC Key","Live HMAC Key"
"Customweb_BNPMercanetCw::Live Identifier (PBX_IDENTIFIANT)","Live Identifier (PBX_IDENTIFIANT)"
"Customweb_BNPMercanetCw::Live Key Version not configured.","Live Key Version not configured."
"Customweb_BNPMercanetCw::Live Key not configured.","Live Key not configured."
"Customweb_BNPMercanetCw::Live Merchant ID","Live Merchant ID"
"Customweb_BNPMercanetCw::Live Merchant ID not configured.","Live Merchant ID not configured."
"Customweb_BNPMercanetCw::Live Mode","Modo Live"
"Customweb_BNPMercanetCw::Live Password","Live Password"
"Customweb_BNPMercanetCw::Live Rang (PBX_RANG)","Live Rang (PBX_RANG)"
"Customweb_BNPMercanetCw::Live Secret Key","Live Secret Key"
"Customweb_BNPMercanetCw::Live Secret Key Version","Live Secret Key Version"
"Customweb_BNPMercanetCw::Live Site ID (PBX_SITE)","Live Site ID (PBX_SITE)"
"Customweb_BNPMercanetCw::Logging","Logging"
"Customweb_BNPMercanetCw::Login","Login"
"Customweb_BNPMercanetCw::Login & Register","Login & Register"
"Customweb_BNPMercanetCw::Login and password are required.","Login and password are required."
"Customweb_BNPMercanetCw::Maestro","Maestro"
"Customweb_BNPMercanetCw::Mail order/telephone order authorization","Autorización para pedido para e-Mail/pedido telefónico"
"Customweb_BNPMercanetCw::Manage Stores","Administrar las tiendas"
"Customweb_BNPMercanetCw::Manage BNP Paribas Mercanet Aliases","Manage BNP Paribas Mercanet Aliases"
"Customweb_BNPMercanetCw::MasterCard","MasterCard"
"Customweb_BNPMercanetCw::Max Card Per CustomerId","Max Card Per CustomerId"
"Customweb_BNPMercanetCw::Max CustomerId Per Card","Max CustomerId Per Card"
"Customweb_BNPMercanetCw::Maximum Amount","Maximum Amount"
"Customweb_BNPMercanetCw::Maximum Order Total","Cantidad máxima del pedido"
"Customweb_BNPMercanetCw::Maximum order amount for this plan.","Maximum order amount for this plan."
"Customweb_BNPMercanetCw::Message","Notificación"
